,0
550,0.73
551,0.244
552,0.262
553,0.118
554,0.0
555,0.0
556,0.874
557,0.694
558,0.0
559,0.0
560,0.874
561,0.0
562,0.874
563,0.42399999999999993
564,0.838
565,0.09999999999999998
566,0.0
567,0.82
568,0.5680000000000001
569,0.0
570,0.0
571,0.82
572,0.766
573,0.0
574,0.0
575,0.0
576,0.0
577,0.694
578,0.0
579,0.0
580,0.0
581,0.748
582,0.856
583,0.0
584,0.694
585,0.37
586,0.0
587,0.856
588,0.586
589,0.0
590,0.0
591,0.874
592,0.29799999999999993
593,0.0
594,0.748
595,0.0
596,0.0
597,0.29799999999999993
598,0.0
599,0.0
600,0.0
601,0.622
602,0.55
603,0.0
604,0.73
605,0.18999999999999995
606,0.766
607,0.874
608,0.0
609,0.6399999999999999
610,0.4059999999999999
611,0.4959999999999999
612,0.136
613,0.874
614,0.0
615,0.6399999999999999
616,0.0
617,0.0
618,0.802
619,0.0
620,0.766
621,0.73
622,0.0
623,0.784
624,0.478
625,0.0
626,0.0
627,0.0
628,0.838
629,0.31599999999999995
630,0.856
631,0.0
632,0.0
633,0.29799999999999993
634,0.0
635,0.0
636,0.784
637,0.18999999999999995
638,0.0
639,0.0
640,0.0
641,0.0
642,0.44199999999999995
643,0.0
644,0.0
645,0.784
646,0.0
647,0.31599999999999995
648,0.2799999999999999
649,0.6579999999999999
650,0.4059999999999999
651,0.0
652,0.0
653,0.136
654,0.262
655,0.6759999999999999
656,0.6759999999999999
657,0.262
658,0.0
659,0.0
660,0.0
661,0.0
662,0.6399999999999999
663,0.856
664,0.0
665,0.0
666,0.0
667,0.0
668,0.874
669,0.6399999999999999
670,0.352
671,0.0
672,0.6759999999999999
673,0.118
674,0.0
675,0.604
676,0.802
677,0.802
678,0.0
679,0.0
680,0.802
681,0.29799999999999993
682,0.784
683,0.6759999999999999
684,0.0
685,0.0
686,0.0
687,0.856
688,0.874
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.09999999999999998
696,0.0
697,0.802
698,0.0
699,0.73
700,0.0
701,0.856
702,0.0
703,0.82
704,0.0
705,0.4059999999999999
706,0.45999999999999996
707,0.29799999999999993
708,0.0
709,0.0
710,0.0
711,0.0
712,0.514
713,0.0
714,0.244
715,0.73
716,0.0
717,0.0
718,0.0
719,0.874
720,0.262
721,0.784
722,0.802
723,0.0
724,0.0
725,0.44199999999999995
726,0.17199999999999993
727,0.0
728,0.748
729,0.0
730,0.5680000000000001
731,0.856
732,0.0
733,0.0
734,0.0
735,0.0
736,0.3879999999999999
737,0.0
738,0.0
739,0.37
740,0.0
741,0.694
742,0.0
743,0.0
744,0.4059999999999999
745,0.6399999999999999
746,0.478
747,0.784
748,0.45999999999999996
749,0.856
750,0.0
751,0.712
752,0.0
753,0.622
754,0.244
755,0.0
756,0.2799999999999999
757,0.82
758,0.0
759,0.0
760,0.37
761,0.802
762,0.6399999999999999
763,0.784
764,0.766
765,0.6399999999999999
766,0.0
767,0.73
768,0.4959999999999999
769,0.4059999999999999
770,0.22599999999999998
771,0.748
772,0.0
773,0.838
774,0.802
775,0.0
776,0.0
777,0.0
778,0.5680000000000001
779,0.0
780,0.0
781,0.352
782,0.0
783,0.838
784,0.0
785,0.0
786,0.0
787,0.244
788,0.44199999999999995
789,0.18999999999999995
790,0.766
791,0.0
792,0.6759999999999999
793,0.0
794,0.0
795,0.0
796,0.29799999999999993
797,0.0
798,0.0
799,0.0
800,0.37
801,0.874
802,0.5680000000000001
803,0.856
804,0.0
805,0.352
806,0.0
807,0.0
808,0.514
809,0.0
810,0.0
811,0.0
812,0.4059999999999999
813,0.31599999999999995
814,0.0
815,0.0
816,0.3879999999999999
817,0.4059999999999999
818,0.0
819,0.838
820,0.856
821,0.766
822,0.874
823,0.532
824,0.0
825,0.0
826,0.0
827,0.6759999999999999
828,0.73
829,0.874
830,0.0
831,0.586
832,0.0
833,0.766
834,0.5680000000000001
835,0.6759999999999999
836,0.20799999999999996
837,0.82
838,0.4959999999999999
839,0.82
840,0.0
841,0.352
842,0.0
843,0.748
844,0.712
845,0.45999999999999996
846,0.18999999999999995
847,0.694
848,0.0
849,0.586
850,0.874
851,0.6399999999999999
852,0.874
853,0.586
854,0.33399999999999996
855,0.622
856,0.0
857,0.0
858,0.0
859,0.0
860,0.874
861,0.73
862,0.55
863,0.0
864,0.31599999999999995
865,0.73
866,0.0
867,0.694
868,0.874
869,0.0
870,0.0
871,0.0
872,0.0
873,0.622
874,0.838
875,0.0
876,0.244
877,0.766
878,0.0
879,0.0
880,0.0
881,0.73
882,0.0
883,0.82
884,0.0
885,0.838
886,0.0
887,0.0
888,0.856
889,0.0
890,0.0
891,0.2799999999999999
892,0.0
893,0.0
894,0.586
895,0.0
896,0.22599999999999998
897,0.802
898,0.0
899,0.44199999999999995
900,0.766
901,0.838
902,0.748
903,0.838
904,0.0
905,0.856
906,0.0
907,0.0
908,0.856
909,0.0
910,0.0
911,0.0
912,0.4059999999999999
913,0.0
914,0.82
915,0.748
916,0.802
917,0.0
918,0.622
919,0.0
920,0.2799999999999999
921,0.748
922,0.0
923,0.0
924,0.0
925,0.82
926,0.44199999999999995
927,0.44199999999999995
928,0.0
929,0.6399999999999999
930,0.0
931,0.0
932,0.82
933,0.0
934,0.0
935,0.0
936,0.42399999999999993
937,0.0
938,0.0
939,0.0
940,0.0
941,0.766
942,0.18999999999999995
943,0.17199999999999993
944,0.17199999999999993
945,0.0
946,0.17199999999999993
947,0.532
948,0.802
949,0.0
950,0.0
951,0.0
952,0.0
953,0.118
954,0.0
955,0.874
956,0.514
957,0.0
958,0.18999999999999995
959,0.0
960,0.262
961,0.22599999999999998
962,0.0
963,0.17199999999999993
964,0.0
965,0.2799999999999999
966,0.0
967,0.784
968,0.4959999999999999
969,0.6579999999999999
970,0.478
971,0.0
972,0.55
973,0.6399999999999999
974,0.0
975,0.802
976,0.784
977,0.0
978,0.0
979,0.0
980,0.82
981,0.874
982,0.0
983,0.0
984,0.0
985,0.0
986,0.09999999999999998
987,0.3879999999999999
988,0.0
989,0.0
990,0.748
991,0.838
992,0.748
993,0.33399999999999996
994,0.0
995,0.6399999999999999
996,0.514
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.31599999999999995
1002,0.0
1003,0.0
1004,0.0
1005,0.766
1006,0.766
1007,0.622
1008,0.838
1009,0.17199999999999993
1010,0.0
1011,0.31599999999999995
1012,0.55
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.802
1018,0.0
1019,0.0
1020,0.73
1021,0.802
1022,0.604
1023,0.0
1024,0.874
1025,0.838
1026,0.73
1027,0.6759999999999999
1028,0.0
1029,0.82
1030,0.3879999999999999
1031,0.44199999999999995
1032,0.22599999999999998
1033,0.0
1034,0.6399999999999999
1035,0.856
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.856
1042,0.604
1043,0.82
1044,0.17199999999999993
1045,0.0
1046,0.82
1047,0.44199999999999995
1048,0.0
1049,0.4059999999999999
1050,0.802
1051,0.5680000000000001
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.42399999999999993
1057,0.532
1058,0.82
1059,0.0
1060,0.29799999999999993
1061,0.118
1062,0.766
1063,0.15400000000000003
1064,0.136
1065,0.33399999999999996
1066,0.0
1067,0.15400000000000003
1068,0.0
1069,0.694
1070,0.838
1071,0.6399999999999999
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.838
1077,0.478
1078,0.0
1079,0.802
1080,0.4059999999999999
1081,0.0
1082,0.0
1083,0.6579999999999999
1084,0.532
1085,0.0
1086,0.478
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.31599999999999995
1092,0.0
1093,0.0
1094,0.33399999999999996
1095,0.694
1096,0.0
1097,0.0
1098,0.0
1099,0.6399999999999999
1100,0.0
1101,0.55
1102,0.0
1103,0.6579999999999999
1104,0.0
1105,0.856
1106,0.4959999999999999
1107,0.748
1108,0.0
1109,0.694
1110,0.244
1111,0.0
1112,0.586
1113,0.0
1114,0.874
1115,0.4959999999999999
1116,0.2799999999999999
1117,0.22599999999999998
1118,0.622
1119,0.6399999999999999
1120,0.0
1121,0.532
1122,0.0
1123,0.118
1124,0.0
1125,0.2799999999999999
1126,0.0
1127,0.136
1128,0.0
1129,0.0
1130,0.0
1131,0.82
1132,0.5680000000000001
1133,0.73
1134,0.622
1135,0.712
1136,0.604
1137,0.874
1138,0.0
1139,0.33399999999999996
1140,0.6399999999999999
1141,0.532
1142,0.604
1143,0.0
1144,0.0
1145,0.712
1146,0.694
1147,0.514
1148,0.802
1149,0.604
1150,0.4059999999999999
1151,0.0
1152,0.0
1153,0.18999999999999995
1154,0.0
1155,0.586
1156,0.0
1157,0.0
1158,0.478
1159,0.748
1160,0.33399999999999996
1161,0.838
1162,0.532
1163,0.82
1164,0.0
1165,0.874
1166,0.856
1167,0.0
1168,0.532
1169,0.838
1170,0.0
1171,0.604
1172,0.82
1173,0.4959999999999999
1174,0.0
1175,0.0
1176,0.29799999999999993
1177,0.694
1178,0.856
1179,0.0
1180,0.0
1181,0.22599999999999998
1182,0.0
1183,0.586
1184,0.712
1185,0.0
1186,0.2799999999999999
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.586
1199,0.0
1200,0.0
1201,0.0
1202,0.712
1203,0.748
1204,0.0
1205,0.45999999999999996
1206,0.532
1207,0.0
1208,0.0
1209,0.0
1210,0.784
1211,0.0
1212,0.0
1213,0.694
1214,0.0
1215,0.55
1216,0.82
1217,0.18999999999999995
1218,0.0
1219,0.856
1220,0.6579999999999999
1221,0.622
1222,0.604
1223,0.838
1224,0.82
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.29799999999999993
1231,0.0
1232,0.838
1233,0.0
1234,0.0
1235,0.0
1236,0.838
1237,0.29799999999999993
1238,0.352
1239,0.0
1240,0.0
1241,0.44199999999999995
1242,0.712
1243,0.6399999999999999
1244,0.3879999999999999
1245,0.766
1246,0.6399999999999999
1247,0.784
1248,0.0
1249,0.4959999999999999
1250,0.5680000000000001
1251,0.0
1252,0.802
1253,0.6399999999999999
1254,0.44199999999999995
1255,0.0
1256,0.15400000000000003
1257,0.0
1258,0.4959999999999999
1259,0.0
1260,0.784
1261,0.586
1262,0.0
1263,0.0
1264,0.0
1265,0.712
1266,0.0
1267,0.874
1268,0.0
1269,0.766
1270,0.3879999999999999
1271,0.0
1272,0.0
1273,0.0
1274,0.478
1275,0.586
1276,0.0
1277,0.0
1278,0.0
1279,0.73
1280,0.0
1281,0.766
1282,0.0
1283,0.6759999999999999
1284,0.0
1285,0.0
1286,0.0
1287,0.766
1288,0.0
1289,0.0
1290,0.17199999999999993
1291,0.622
1292,0.784
1293,0.0
1294,0.6759999999999999
1295,0.44199999999999995
1296,0.37
1297,0.766
1298,0.0
1299,0.838
1300,0.0
1301,0.0
1302,0.874
1303,0.0
1304,0.0
1305,0.0
1306,0.4959999999999999
1307,0.0
1308,0.514
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.33399999999999996
1314,0.784
1315,0.874
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.874
1321,0.6579999999999999
1322,0.6399999999999999
1323,0.55
1324,0.2799999999999999
1325,0.0
1326,0.0
1327,0.514
1328,0.6759999999999999
1329,0.4959999999999999
1330,0.0
1331,0.766
1332,0.0
1333,0.262
1334,0.0
1335,0.0
1336,0.0
1337,0.42399999999999993
1338,0.712
1339,0.44199999999999995
1340,0.0
1341,0.0
1342,0.3879999999999999
1343,0.802
1344,0.748
1345,0.604
1346,0.0
1347,0.352
1348,0.0
1349,0.712
1350,0.838
1351,0.604
1352,0.0
1353,0.856
1354,0.55
1355,0.0
1356,0.4059999999999999
1357,0.766
1358,0.0
1359,0.604
1360,0.18999999999999995
1361,0.4959999999999999
1362,0.766
1363,0.33399999999999996
1364,0.712
1365,0.532
1366,0.0
1367,0.0
1368,0.0
1369,0.586
1370,0.0
1371,0.33399999999999996
1372,0.586
1373,0.0
1374,0.0
1375,0.586
1376,0.0
1377,0.802
1378,0.33399999999999996
1379,0.0
1380,0.838
1381,0.0
1382,0.0
1383,0.0
1384,0.784
1385,0.55
1386,0.856
1387,0.604
1388,0.0
1389,0.6579999999999999
1390,0.6579999999999999
1391,0.18999999999999995
1392,0.0
1393,0.694
1394,0.586
1395,0.262
1396,0.20799999999999996
1397,0.748
1398,0.0
1399,0.784
1400,0.6759999999999999
1401,0.82
1402,0.874
1403,0.748
1404,0.42399999999999993
1405,0.856
1406,0.0
1407,0.73
1408,0.0
1409,0.856
1410,0.784
1411,0.514
1412,0.73
1413,0.784
1414,0.0
1415,0.694
1416,0.6579999999999999
1417,0.73
1418,0.856
1419,0.784
1420,0.22599999999999998
1421,0.532
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.15400000000000003
1427,0.856
1428,0.0
1429,0.18999999999999995
1430,0.514
1431,0.44199999999999995
1432,0.18999999999999995
1433,0.0
1434,0.766
1435,0.712
1436,0.0
1437,0.0
1438,0.0
1439,0.622
1440,0.45999999999999996
1441,0.532
1442,0.874
1443,0.44199999999999995
1444,0.0
1445,0.0
1446,0.838
1447,0.37
1448,0.856
1449,0.514
1450,0.6579999999999999
1451,0.0
1452,0.0
1453,0.802
1454,0.766
1455,0.118
1456,0.0
1457,0.0
1458,0.802
1459,0.6399999999999999
1460,0.0
1461,0.0
1462,0.0
1463,0.694
1464,0.0
1465,0.0
1466,0.748
1467,0.0
1468,0.0
1469,0.0
1470,0.45999999999999996
1471,0.352
1472,0.0
1473,0.45999999999999996
1474,0.478
1475,0.874
1476,0.532
1477,0.352
1478,0.18999999999999995
1479,0.838
1480,0.0
1481,0.838
1482,0.802
1483,0.3879999999999999
1484,0.45999999999999996
1485,0.0
1486,0.20799999999999996
1487,0.0
1488,0.6579999999999999
1489,0.532
1490,0.0
1491,0.694
1492,0.0
1493,0.604
1494,0.0
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,0.514
1500,0.802
1501,0.838
1502,0.874
1503,0.0
1504,0.0
1505,0.73
1506,0.0
1507,0.478
1508,0.0
1509,0.55
1510,0.0
1511,0.604
1512,0.55
1513,0.874
1514,0.0
1515,0.0
1516,0.802
1517,0.784
1518,0.604
1519,0.748
1520,0.2799999999999999
1521,0.0
1522,0.0
1523,0.31599999999999995
1524,0.0
1525,0.856
1526,0.0
1527,0.0
1528,0.856
1529,0.748
1530,0.802
1531,0.748
1532,0.802
1533,0.0
1534,0.0
1535,0.694
1536,0.0
1537,0.712
1538,0.0
1539,0.0
1540,0.31599999999999995
1541,0.748
1542,0.0
1543,0.856
1544,0.0
1545,0.838
1546,0.0
1547,0.09999999999999998
1548,0.802
1549,0.694
1550,0.0
1551,0.802
1552,0.82
1553,0.0
1554,0.0
1555,0.838
1556,0.0
1557,0.604
1558,0.0
1559,0.802
1560,0.6759999999999999
1561,0.15400000000000003
1562,0.0
1563,0.802
1564,0.4959999999999999
1565,0.0
1566,0.0
1567,0.6399999999999999
1568,0.838
1569,0.0
1570,0.3879999999999999
1571,0.42399999999999993
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.0
1578,0.874
1579,0.136
1580,0.712
1581,0.784
1582,0.838
1583,0.262
1584,0.802
1585,0.20799999999999996
1586,0.118
1587,0.6579999999999999
1588,0.622
1589,0.712
1590,0.20799999999999996
1591,0.82
1592,0.4059999999999999
1593,0.17199999999999993
1594,0.55
1595,0.838
1596,0.0
1597,0.82
1598,0.136
1599,0.0
1600,0.874
1601,0.0
1602,0.0
1603,0.17199999999999993
1604,0.0
1605,0.478
1606,0.09999999999999998
1607,0.0
1608,0.0
1609,0.352
1610,0.0
1611,0.42399999999999993
1612,0.784
1613,0.82
1614,0.0
1615,0.4059999999999999
1616,0.712
1617,0.748
1618,0.0
1619,0.4059999999999999
1620,0.0
1621,0.766
1622,0.0
1623,0.6579999999999999
1624,0.0
1625,0.22599999999999998
1626,0.802
1627,0.0
1628,0.0
1629,0.0
1630,0.838
1631,0.0
1632,0.0
1633,0.0
1634,0.838
1635,0.0
1636,0.622
1637,0.6399999999999999
1638,0.82
1639,0.44199999999999995
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.712
1646,0.0
1647,0.856
1648,0.0
1649,0.6759999999999999
1650,0.856
1651,0.0
1652,0.0
1653,0.0
1654,0.352
1655,0.0
1656,0.45999999999999996
1657,0.784
1658,0.0
1659,0.0
1660,0.136
1661,0.0
1662,0.82
1663,0.766
1664,0.856
1665,0.856
1666,0.15400000000000003
1667,0.694
1668,0.0
1669,0.0
1670,0.766
1671,0.0
1672,0.73
1673,0.802
1674,0.0
1675,0.748
1676,0.262
1677,0.604
1678,0.694
1679,0.874
1680,0.766
1681,0.0
1682,0.622
1683,0.766
1684,0.0
1685,0.514
1686,0.82
1687,0.82
1688,0.856
1689,0.838
1690,0.0
1691,0.784
1692,0.6579999999999999
1693,0.0
1694,0.0
1695,0.0
1696,0.6579999999999999
1697,0.22599999999999998
1698,0.586
1699,0.802
1700,0.478
1701,0.0
1702,0.0
1703,0.0
1704,0.784
1705,0.44199999999999995
1706,0.0
1707,0.73
1708,0.478
1709,0.4059999999999999
1710,0.748
1711,0.73
1712,0.6579999999999999
1713,0.838
1714,0.532
1715,0.856
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,0.622
1721,0.748
1722,0.0
1723,0.0
1724,0.0
1725,0.6759999999999999
1726,0.784
1727,0.712
1728,0.0
1729,0.586
1730,0.17199999999999993
1731,0.31599999999999995
1732,0.0
1733,0.136
1734,0.0
1735,0.856
1736,0.0
1737,0.874
1738,0.82
1739,0.0
1740,0.748
1741,0.0
1742,0.09999999999999998
1743,0.0
1744,0.838
1745,0.0
1746,0.44199999999999995
1747,0.44199999999999995
1748,0.694
1749,0.0
1750,0.838
1751,0.0
1752,0.856
1753,0.55
1754,0.352
1755,0.532
1756,0.784
1757,0.748
1758,0.874
1759,0.55
1760,0.0
1761,0.0
1762,0.856
1763,0.82
1764,0.766
1765,0.856
1766,0.0
1767,0.82
1768,0.0
1769,0.0
1770,0.784
1771,0.0
1772,0.0
1773,0.0
1774,0.4059999999999999
1775,0.82
1776,0.73
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.802
1782,0.0
1783,0.15400000000000003
1784,0.73
1785,0.0
1786,0.37
1787,0.0
1788,0.18999999999999995
1789,0.0
1790,0.82
1791,0.0
1792,0.802
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.838
1798,0.73
1799,0.0
1800,0.0
1801,0.748
1802,0.0
1803,0.838
1804,0.82
1805,0.874
1806,0.0
1807,0.874
1808,0.856
1809,0.82
1810,0.532
1811,0.17199999999999993
1812,0.0
1813,0.29799999999999993
1814,0.73
1815,0.0
1816,0.0
1817,0.694
1818,0.694
1819,0.0
1820,0.0
1821,0.73
1822,0.766
1823,0.0
1824,0.0
1825,0.694
1826,0.0
1827,0.784
1828,0.4059999999999999
1829,0.856
1830,0.856
1831,0.766
1832,0.0
1833,0.586
1834,0.6579999999999999
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.6399999999999999
1841,0.0
1842,0.856
1843,0.118
1844,0.0
1845,0.874
1846,0.0
1847,0.0
1848,0.514
1849,0.712
1850,0.0
1851,0.0
1852,0.0
1853,0.802
1854,0.748
1855,0.0
1856,0.262
1857,0.0
1858,0.0
1859,0.73
1860,0.4059999999999999
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.22599999999999998
1868,0.766
1869,0.856
1870,0.0
1871,0.37
1872,0.0
1873,0.0
1874,0.0
1875,0.45999999999999996
1876,0.0
1877,0.0
1878,0.766
1879,0.0
1880,0.0
1881,0.586
1882,0.3879999999999999
1883,0.0
1884,0.0
1885,0.0
1886,0.18999999999999995
1887,0.0
1888,0.802
1889,0.0
1890,0.0
1891,0.0
1892,0.45999999999999996
1893,0.0
1894,0.244
1895,0.856
1896,0.6759999999999999
1897,0.0
1898,0.622
1899,0.766
1900,0.0
1901,0.0
1902,0.0
1903,0.3879999999999999
1904,0.0
1905,0.0
1906,0.73
1907,0.0
1908,0.622
1909,0.0
1910,0.42399999999999993
1911,0.73
1912,0.118
1913,0.20799999999999996
1914,0.0
1915,0.0
1916,0.712
1917,0.856
1918,0.244
1919,0.0
1920,0.748
1921,0.82
1922,0.0
1923,0.0
1924,0.604
1925,0.0
1926,0.784
1927,0.55
1928,0.136
1929,0.352
1930,0.82
1931,0.0
1932,0.0
1933,0.838
1934,0.784
1935,0.802
1936,0.82
1937,0.0
1938,0.0
1939,0.22599999999999998
1940,0.6759999999999999
1941,0.748
1942,0.09999999999999998
1943,0.0
1944,0.0
1945,0.0
1946,0.0
